1590766419 0 0 1 0 0
1590770319 1 0 1 0 0
1590770424 1 0 2 0 0
1590770581 2 0 2 0 0
1590770597 3 0 2 0 0
1590770729 4 0 2 0 0
1590770956 5 0 2 0 0
1590772083 6 0 2 0 0
1590830442 6 0 2 1 0
1590830487 6 0 2 2 0
1590831013 7 0 2 2 0
1590831967 8 0 2 2 0
1590832220 9 0 2 2 0
1590832373 10 0 2 2 0
1590833835 11 0 2 2 0
1590835394 12 0 2 2 0
1590878594 13 0 2 2 0
1590921795 14 0 2 2 0
1590964993 15 0 2 2 0
1591008196 16 0 2 2 0
1591051410 17 0 2 2 0
1591082144 18 0 2 2 0
1591094582 19 0 2 2 0
1591137778 20 0 2 2 0
1591180979 21 0 2 2 0
1591224176 22 0 2 2 0
1591267381 23 0 2 2 0
1591310579 24 0 2 2 0
1591353779 25 0 2 2 0
1591396980 26 0 2 2 0
1591440183 27 0 2 2 0
1591483378 28 0 2 2 0
1591526579 29 0 2 2 0
1591569780 30 0 2 2 0
1591612982 31 0 2 2 0
1591656181 32 0 2 2 0
1591699380 33 0 2 2 0
1591742575 34 0 2 2 0
1591785779 35 0 2 2 0
1591828977 36 0 2 2 0
1591872182 37 0 2 2 0
1591915379 38 0 2 2 0
1591958582 39 0 2 2 0
1592001782 40 0 2 2 0
1592044982 41 0 2 2 0
1592088181 42 0 2 2 0
1592131384 43 0 2 2 0
1592174581 44 0 2 2 0
1592217784 45 0 2 2 0
1592260985 46 0 2 2 0
1592304185 47 0 2 2 0
1592347385 48 0 2 2 0
1592390586 49 0 2 2 0
1592433785 50 0 2 2 0
1592476983 51 0 2 2 0
1592520186 52 0 2 2 0
1592563385 53 0 2 2 0
1592606589 54 0 2 2 0
1592649784 55 0 2 2 0
1592692984 56 0 2 2 0
1592736186 57 0 2 2 0
1592779385 58 0 2 2 0
1592822585 59 0 2 2 0
1592865786 60 0 2 2 0
1592908988 61 0 2 2 0
1592952186 62 0 2 2 0
1592995386 63 0 2 2 0
1593038587 64 0 2 2 0
1593081787 65 0 2 2 0
1593124987 66 0 2 2 0
1593168187 67 0 2 2 0
1593211389 68 0 2 2 0
1593254586 69 0 2 2 0
1593297787 70 0 2 2 0
1593340988 71 0 2 2 0
1593384186 72 0 2 2 0
1593427396 73 0 2 2 0
1593470588 74 0 2 2 0
1593513791 75 0 2 2 0
1593556989 76 0 2 2 0
1593600188 77 0 2 2 0
1593643393 78 0 2 2 0
1593686588 79 0 2 2 0
1593729788 80 0 2 2 0
1593772989 81 0 2 2 0
1593816190 82 0 2 2 0
1593859390 83 0 2 2 0
1593902587 84 0 2 2 0
1593945791 85 0 2 2 0
1593988988 86 0 2 2 0
1594032189 87 0 2 2 0
1594075393 88 0 2 2 0
1594118594 89 0 2 2 0
1594161794 90 0 2 2 0
1594204991 91 0 2 2 0
1594248192 92 0 2 2 0
1594291390 93 0 2 2 0
1594334591 94 0 2 2 0
1594377791 95 0 2 2 0
1594420994 96 0 2 2 0
