1570176289 1 0 0
1570176583 2 0 0
1570451892 3 0 0
1570453134 4 0 0
1570540474 5 0 0
1570540493 6 0 0
1570540584 7 0 0
1570644618 8 0 0
1570644656 9 0 0
1570715723 10 0 0
1570734182 11 0 0
1571166020 12 0 0
1571213180 13 0 0
1571327266 14 0 0
1571327318 15 0 0
1571383906 16 0 0
1572855644 17 0 0
1573027412 18 0 0
1573213074 19 0 0
1576740875 20 0 0
1578566652 21 0 0
1580286427 22 0 0
1580287372 23 0 0
1580287531 23 0 1
1580800791 24 0 1
1580801162 25 0 1
1580992780 26 0 1
1581022328 27 0 1
1582613838 28 0 1
1582613910 29 0 1
1582615288 30 0 1
1582618967 31 0 1
1582622447 32 0 1
1583247498 33 0 1
1583247531 34 0 1
1583306125 35 0 1
1583330453 36 0 1
1583392615 37 0 1
1583392681 38 0 1
1584621578 39 0 1
1584621588 40 0 1
1585556230 41 0 1
1585556266 42 0 1
1586436056 43 0 1
1587456011 44 0 1
1587457075 45 0 1
1587457614 46 0 1
1587466120 47 0 1
1588057692 48 0 1
1588057824 49 0 1
1589190486 50 0 1
1589190718 51 0 1
1589220629 52 0 1
1589292175 53 0 1
1589292209 54 0 1
1589292380 55 0 1
1589704674 56 0 1
1589704690 57 0 1
1589705541 58 0 1
1589784481 59 0 1
1590143752 59 1 1
1590143785 59 2 1
1590154096 59 3 1
1590154843 59 4 1
1590154857 59 5 1
1590328242 59 6 1
1590388570 59 7 1
1591530432 59 8 1
1592306786 59 9 1
1592308438 59 10 1
1592308459 59 11 1
1592921985 59 12 1
1602015015 59 13 1
1602770993 60 13 1
1602771001 61 13 1
1604655973 61 14 1
1604655986 61 15 1
1604667745 61 16 1
1605454926 61 17 1
1605455359 61 18 1
1605605326 61 19 1
1605615318 61 20 1
1605620681 61 21 1
1606292673 61 22 1
1606839610 61 23 1
1606930438 61 24 1
1607589776 61 25 1
1609921369 61 26 1
1609923969 61 27 1
1609924380 61 28 1
1610017844 61 29 1
1610017910 61 30 1
1610374838 61 31 1
1610957046 61 32 1
1611844314 61 33 1
1612539646 61 34 1
1613398903 61 35 1
1613985686 61 36 1
1614334425 61 37 1
1617618150 61 38 1
1617813059 61 39 1
1621005442 61 40 1
1621007119 61 41 1
1621007192 61 42 1
1621007452 61 43 1
1621430620 61 44 1
